logins_per_week,avg_time_per_session,quiz_score_avg,modules_completed,days_since_login,revisit_count,assignment_submissions,forum_activity,video_watch_pct,at_risk
9,116.91248323792881,95.15991532513513,17,14,8,9,5,69.66699664847013,0
1,11.821617946189505,91.5861880342119,0,17,2,0,1,12.465981389683817,1
3,67.92375031194067,67.83199830488681,15,2,7,4,7,86.02241552313976,0
4,46.39079029535836,93.74993880184934,12,16,2,5,2,84.4204053972822,0
3,57.83726044321497,27.07940016415356,9,3,1,2,0,29.772389911148277,1
3,17.734103317707376,35.67862899353162,11,29,2,2,0,31.2047184742356,1
4,26.85929525965352,23.618183112843045,1,3,2,0,0,10.770671481865497,1
2,82.76373997697146,46.02642646106115,2,13,8,5,6,79.0237006810327,0
6,104.88622229486222,51.09418317515856,9,8,7,8,1,56.71521403370102,0
3,83.27195737121525,41.70792254191167,1,8,4,8,8,73.77381876998267,0
5,74.09595754563834,86.29900073215435,12,24,6,5,6,85.76682621636998,0
7,78.18281845551988,48.540266135487144,12,25,4,4,7,57.562616162718996,0
11,98.29681325651109,42.47476077499046,17,22,5,12,6,76.6384364353421,0
9,22.447652862741897,63.41568665265988,2,29,0,1,1,4.634519096986722,1
4,46.65438659170376,31.27393799798101,6,17,0,5,0,48.868229363234406,1
11,60.94619702980933,84.17575846032318,13,9,9,8,3,67.86571461332278,0
6,35.053280722071634,25.964051494381664,19,20,0,3,1,27.10440138550816,1
7,63.43249481166395,98.95095492804138,16,3,2,8,7,58.05802741685568,0
2,92.15442191964897,81.77958154373259,11,11,5,7,3,56.812702013596805,0
2,53.35096160739991,35.89725452273379,15,26,1,0,0,12.636663409488206,1
5,25.718697640356424,20.441769369888192,11,7,2,2,1,36.904589414951545,1
6,72.92951223306636,85.23691427638673,14,1,7,4,4,79.65601001788164,0
5,34.00969924905045,76.54858750780937,9,21,2,0,1,15.332384471864922,1
9,53.98819315303789,78.32057344327899,6,12,6,5,6,79.78251827673529,0
8,63.80980228145542,81.70162773487566,19,20,5,4,6,57.460903357502374,0
9,68.76338402291404,25.92357213872723,4,15,2,0,0,33.962094008451416,1
1,43.3048010012985,48.67725828354181,0,27,2,1,0,9.254888263648077,1
2,40.25043728659573,29.269524762010377,16,1,2,0,3,18.299097014157567,1
5,67.23329435967244,89.04827407004748,2,10,7,8,4,79.8394082821206,0
10,62.45153197739341,69.86385014620464,12,9,4,8,9,69.97642288940209,0
4,120.0,46.471841988211935,13,14,5,8,5,63.749417746134135,0
3,7.683070580663355,25.084668022881893,17,16,0,4,1,0.0,1
3,78.26294951905246,44.878585737252976,3,7,2,7,5,71.63177358791194,0
12,65.33583003587212,46.014665762139764,17,17,3,7,5,53.97343771231257,0
3,70.85472734559552,78.36849426704512,4,22,0,0,1,0.0,1
4,67.38398812546089,71.00459770841705,15,8,6,8,4,66.76645807960347,0
7,31.916856810413947,90.97701940610612,0,24,3,3,2,34.379342688131025,1
4,32.39128911873837,57.777194012955945,13,7,4,11,7,57.423276236536374,0
2,42.35414836921916,29.567539675064136,14,26,4,0,2,48.59704033064354,1
8,57.26235222122085,77.0595829778396,8,13,2,6,1,70.14267759911492,0
9,74.14278873557137,80.8628038893518,14,27,9,5,5,65.36857313209926,0
7,65.21453705696297,64.9021758055597,16,25,3,5,3,56.328588436930545,0
2,44.20016616045178,81.67737439636488,3,24,3,0,0,25.988966628683507,1
3,40.352064260084624,59.50364770915126,11,17,3,8,3,57.430311779810225,0
5,54.1882196117321,61.818626350559526,4,21,0,1,0,4.081607300108871,1
1,37.188930289951365,54.20328146868397,4,19,0,1,0,26.510132546484012,1
4,27.37517727518599,22.033530139527613,10,29,0,1,0,34.24038563121508,1
0,51.98901372643408,28.631314159464356,5,19,2,1,0,29.34504718207211,1
0,47.71421681062905,22.51433485493874,6,20,2,3,0,11.613025484265135,1
4,56.123911641963545,70.91283290110243,13,11,5,6,5,69.90075633769769,0
4,68.01371324415936,45.148478486106136,10,18,5,10,6,87.86092973469768,0
8,64.55146198138257,60.685655293176225,12,13,4,5,1,96.42252840238004,0
3,54.596387245352616,92.60531791408744,1,16,0,2,3,39.84398994385706,1
1,67.83841775359838,39.94337833191,6,23,3,0,1,16.611613030671837,1
9,87.6212437476133,52.830633842850375,19,20,6,4,7,100.0,0
4,80.81179083624482,80.4440910834439,3,2,8,11,4,87.02386422398797,0
8,56.20054477012233,38.3038532393298,7,25,0,0,0,32.673332927830074,1
0,25.502778323998957,26.158392786303438,19,29,2,1,1,30.481477642370635,1
2,56.87805527988717,43.180116233101444,18,22,4,3,7,84.34824192680902,0
0,42.51097173302296,32.897702980320354,12,6,3,3,0,12.099962873165472,1
8,60.053657072846605,94.37581218740584,13,16,5,7,6,86.3159012700828,0
8,75.88164077586428,84.64963036515336,9,11,5,5,3,75.01449945626513,0
13,73.26669361355077,70.67230052083389,10,8,6,8,3,77.76581146040608,0
7,99.23434032514237,89.71684721501742,1,14,4,6,5,66.1489929477992,0
9,89.42824715344719,84.29376615192916,8,17,7,9,3,60.55262793630385,0
5,54.26532501593085,34.925604710882865,16,20,0,3,1,20.515939044702545,1
7,46.2489366644992,91.40471987919823,2,12,5,5,1,66.29894079169787,0
0,52.145780302033856,63.147379353252056,5,29,2,2,0,19.666799932139412,1
4,69.3570088999462,84.595212413125,4,20,2,1,1,47.64320293918948,1
3,39.394738848060285,91.68730399387945,4,29,1,3,0,31.51190472311459,1
13,90.31255767988941,45.44027799774911,14,7,2,7,5,54.537623099208275,0
3,5.51876378263929,28.80415396221414,16,13,2,0,0,11.682979294935194,1
4,53.876469077182044,38.234813003355335,8,7,3,2,0,23.67609654797438,1
5,85.596572815101,54.1686230901005,2,13,9,7,3,82.67920456910272,0
6,62.49782010112871,85.44118127379944,19,6,8,9,4,56.71056148000166,0
7,101.37037970945109,88.85844666050747,16,22,9,8,6,43.663482133629195,0
6,34.19117035977701,20.556170442495258,9,11,0,2,0,12.942952298543714,1
1,48.88290342174515,60.85978420620526,2,10,1,2,1,33.789876534681724,1
3,98.6766567731969,53.39288025190232,17,21,9,6,6,90.42307304272167,0
0,52.049468725647266,37.76862483765842,17,21,4,1,0,6.596264855571391,1
5,60.80115781586778,29.589229386694626,16,10,2,0,0,50.684615925503834,1
2,19.622600858665294,47.00921371229023,2,24,2,1,0,23.071734484223054,1
4,35.444580417527305,95.43277631300154,2,21,3,1,0,10.374679225922288,1
6,21.199681357524916,45.856234561660415,5,27,2,0,1,36.36632170312275,1
10,55.30657812646281,61.50324973946929,12,28,3,9,7,85.66789644727211,0
7,89.11871644661525,76.24151671161422,14,12,2,4,3,72.1899387146896,0
7,93.6709820516321,49.09036819034352,8,17,4,7,4,90.98646218895121,0
6,46.7067330297521,97.74256661767686,3,1,7,5,6,79.312449179348,0
9,45.92172702067239,96.99578359536889,13,28,9,6,6,60.73305589778458,0
5,41.193837611594724,40.14258366602913,4,20,2,2,2,20.705478956587193,1
9,82.58721266857785,59.77988047139084,1,14,8,7,5,59.088027903185804,0
3,64.01861829539891,44.07026478534157,10,19,5,3,4,88.26322032926073,0
3,83.58587639964699,42.78723955019741,8,26,2,5,4,63.924235705816706,0
4,62.55576054223292,22.950955788362624,2,17,1,3,0,7.701097409871121,1
6,27.70612801852529,68.76514671839175,8,14,5,7,5,74.7966706169023,0
0,24.130805402330573,60.21432185830892,2,18,2,4,1,7.054901511846822,1
4,21.498307590427295,24.118300099999146,1,22,2,4,1,0.0,1
5,64.48320080207087,42.29171713892892,11,23,6,6,1,98.34720855840766,0
6,46.8279347268103,92.6612708773323,9,11,7,12,6,83.69606208893289,0
3,63.87173070952524,39.16495125335779,8,12,3,1,1,21.735173182928254,1
9,13.190227172671264,31.591589767297847,14,21,1,0,0,20.282494099746998,1
11,87.95311543299488,59.15622082220504,7,10,5,5,5,62.500562541870465,0
6,95.12394878827365,98.85203632884806,4,4,6,3,1,80.66569153817954,0
2,5.0,39.364421720920035,10,28,0,0,0,47.14172311848647,1
4,53.68180929702894,73.77084379247029,1,0,4,10,4,100.0,0
4,46.925873527392724,80.9295692262974,14,23,7,4,6,70.21624843953323,0
2,24.080592522990035,39.01100351939198,5,2,5,1,3,34.63181505814876,1
9,43.83779090043295,78.25730788894876,7,21,0,1,0,13.605223587499331,1
7,36.788807809964055,49.422650617540256,4,18,3,2,1,9.643983320832724,1
6,29.718734515244734,70.58446644748636,15,22,4,3,3,52.62997290216652,0
4,52.66230830233067,70.68237686087159,17,28,4,6,5,100.0,0
2,74.461494352925,62.86197472598068,5,29,3,2,0,15.900040888741497,1
9,72.78513033483505,27.223181604352664,4,6,0,3,2,38.3096344368962,1
3,85.34614725204973,86.82419964713904,15,11,7,7,4,49.14356491315286,0
8,72.8850704456408,45.66240519773886,12,14,4,9,3,73.08119905686627,0
8,36.43953419872323,34.92148083198834,4,24,0,0,1,51.20588716830271,1
4,43.103106857307125,23.262011324381113,12,4,2,1,1,17.049838618300512,1
2,83.71238748436966,67.27143545505935,16,14,6,8,3,54.968363430493376,0
2,76.25731302981822,74.2051489473826,17,7,5,8,8,60.24859367037017,0
6,43.02814792144037,21.32702631422849,7,9,2,3,0,34.37615195506109,1
2,64.63262401725238,60.96744466394248,12,25,6,7,1,60.94843248267089,0
4,22.072649043496384,38.11966201583503,18,15,2,2,0,0.09897775891455396,1
6,79.6918275767855,71.61382323275599,2,7,5,4,5,41.184802917651155,0
3,44.68518528913531,33.94931432039932,7,0,3,2,1,36.145145410751155,1
12,77.61652836690507,75.27501904819728,1,11,4,9,2,50.61544937607323,0
12,96.85443722702371,50.93882770404299,7,4,5,5,7,55.58122768823398,0
4,75.30327845493174,94.93839909893876,12,2,2,7,6,39.85399949696924,0
7,45.67689134605474,31.00167553167946,12,0,1,3,1,4.270558225194932,1
9,87.67213571988339,47.285308084020684,0,3,3,5,7,92.6609747730882,0
0,63.31189790288256,29.077881699247126,5,7,0,3,2,1.6185662029278731,1
2,48.37173238521426,93.97548946228503,18,2,5,7,5,52.024576795013544,0
6,76.71694529440138,90.18714827047847,15,9,6,4,8,85.25721511568969,0
6,80.32793335573157,40.63533021721245,7,1,4,7,7,88.46956395353028,0
5,45.0989755299201,72.79872368273432,0,10,4,4,3,71.56069721558629,0
8,62.343650380265004,85.37777601609727,15,24,8,8,6,100.0,0
4,57.878323355606824,64.416064927957,8,9,6,5,3,82.32346186936921,0
3,60.26647354236806,62.37204626848052,12,20,4,6,6,80.23978760938883,0
6,34.59464791272222,39.34818327203614,10,13,1,0,2,7.3234493060398655,1
4,44.35436402174333,27.44822142447194,12,6,5,0,0,18.741477471425284,1
3,69.61755640292586,91.77726063626613,9,26,5,4,4,73.2518691640674,0
0,54.069842964500495,92.03344457306643,3,26,3,1,1,26.06297495582705,1
2,43.00700659559719,70.64811658186144,5,1,4,5,4,59.731215712880044,0
5,98.40369877563897,47.122383283896056,6,8,4,7,5,71.9214832653848,0
6,81.84227800569838,47.93676596901287,4,15,4,7,6,57.74707749677563,0
5,55.86661791853719,78.07645430961915,10,12,3,5,4,37.79301850050952,0
5,84.39198995249782,91.76882079620617,12,8,3,4,5,84.97456852867575,0
12,68.59552758850748,90.96691394120938,18,19,4,7,7,47.46416527465724,0
4,64.25780990275314,82.3900436686099,9,3,7,6,5,71.60779697173624,0
13,78.70423056579205,71.36253169234303,9,21,5,11,5,74.99503194173559,0
2,69.30421006962762,26.731197199603905,10,9,1,1,0,37.916469835100095,1
9,22.169130202909905,32.930297127569105,6,25,2,3,0,15.65229527037904,1
8,72.42922128399091,91.88433508216634,17,25,8,4,5,74.0681721291996,0
1,26.9868675732761,68.5143247727672,3,21,0,0,1,41.491234026894055,1
2,33.46704873622777,20.73576412933037,1,11,3,1,2,53.22431934036656,1
4,80.0,28.11772342928257,13,16,1,2,0,52.49671222597674,1
4,54.914037347857146,73.08014152864446,12,13,7,10,1,73.51291227247307,0
5,47.20452074154858,20.404926707697495,11,13,3,3,2,8.352407660951393,1
1,50.826425880165566,32.86464411339989,6,24,1,2,0,9.943182768045455,1
7,66.99063717010036,63.89870314932689,1,1,4,4,5,76.53919485849005,0
12,56.73670819747635,75.35161581541546,12,20,4,3,5,80.01074654710852,0
7,74.15721002134161,72.15690076020805,13,24,6,8,4,67.11545223577559,0
2,22.280585322044463,37.941544756844785,16,19,1,3,0,56.088978111437775,1
5,37.935663067718075,76.97433770780287,8,10,7,7,3,65.61225709675988,0
2,50.89164801587256,38.97992699974401,16,15,5,2,1,24.903076088814405,1
7,80.0,46.03197585274142,7,18,2,2,2,54.329893242246854,1
7,42.95641478073054,79.71931240944193,1,22,2,0,2,47.322019408603026,1
12,61.48364003266897,71.97063192377718,12,5,5,8,4,71.76766489211951,0
0,27.14447234200104,87.93787283953424,2,23,0,4,1,0.0,1
6,79.42782525529981,72.60903138402747,15,18,5,6,6,60.82130421037269,0
10,95.43799090847887,65.46468826683773,5,4,8,7,4,78.92735985827093,0
2,57.20365276790314,27.493981426247398,18,25,2,1,1,28.097584377187456,1
4,53.05052218869871,49.41726424475468,6,3,4,7,8,64.88918842701877,0
2,16.890964123646807,41.216189414538036,9,14,2,2,1,25.945264883488427,1
2,54.50162088895016,39.51917147032668,8,28,1,2,1,32.85527112068747,1
8,91.15921427677586,97.84084438019565,1,3,8,7,5,55.39049433626349,0
8,71.63688669059077,51.44781797334083,14,19,6,7,6,59.85526204633956,0
2,34.63686176493536,91.36372441416907,4,9,7,7,5,38.762920349459925,0
1,21.96014701113605,70.49109007978103,3,23,4,0,0,27.999732997955306,1
2,79.26603020468461,83.58490428333187,19,21,8,4,6,36.548046206280794,0
4,63.33904758048955,60.21096744841537,3,2,2,4,4,66.0425765439905,0
8,64.48208557119652,66.15231077010873,17,25,7,3,6,52.32808156974919,0
4,45.51195585905457,59.401415505509114,3,4,7,8,5,56.73429676956693,0
1,28.358773318139754,35.61943902384356,16,5,0,2,1,17.285965426440388,1
2,57.030615999617254,77.79616922092043,11,20,4,8,4,73.01600485047088,0
7,26.871092459899344,42.46178899526846,16,21,4,7,5,55.519057612274494,0
8,35.22494795873131,21.945277314516307,9,7,1,1,0,16.66899400836492,1
4,89.62299431140707,71.63778367257342,0,6,5,4,6,58.51778169336872,0
0,38.85877417137688,34.16885435256391,17,20,2,2,2,41.380831171582024,1
7,104.75969970247041,95.23668674823314,17,9,7,7,6,72.59337527181539,0
4,78.57935897097035,96.31428616020699,13,5,8,6,7,98.4336215984284,0
2,76.77516324560732,93.18915121763588,14,13,4,7,4,41.2554885100344,0
12,67.43203468164782,49.61269602043555,11,3,4,7,2,69.47781527863071,0
0,51.69048103674869,21.236529322309394,3,27,2,1,0,41.680910200497365,1
2,34.63721721516474,94.26548500701803,2,24,0,0,0,50.070311261396924,1
10,63.95461215834947,54.254731865385146,19,12,6,8,3,75.3222717726759,0
13,80.61734324134298,97.33238552349357,11,19,6,6,1,78.85543312172419,0
0,16.116266971763118,97.08959816714022,6,16,1,0,0,34.6316163849792,1
8,48.48212342551481,88.24075643738881,10,22,7,5,1,56.020133120746905,0
4,47.53609898249245,43.55591136556686,0,6,5,6,3,88.1689824473952,0
5,110.91309095354308,50.807818288154024,5,3,6,8,6,81.97757356923503,0
4,80.6068580334116,88.09093372134855,14,28,2,6,6,83.73294687587115,0
3,76.0898440336029,45.35376041250221,14,13,4,6,3,88.96075255760746,0
4,13.197502086904287,33.5594197348874,18,2,4,0,1,12.587848731072556,1
2,82.46684601349656,64.54410099666802,10,23,5,8,3,92.2148860617624,0
9,67.66857307093343,94.89238193286248,1,4,4,5,3,75.66459357679962,0
7,74.283378822635,75.68238373399784,13,15,4,6,5,66.71412117963087,0
3,47.77637820527427,65.6048936071492,1,25,0,0,0,41.30138465539847,1
7,16.522533473879424,27.77411950166148,3,22,1,0,0,35.06889499116031,1
5,61.523329235870335,69.20057813593358,16,19,5,3,2,62.209130168641856,0
7,54.687776859396244,99.20430800834106,2,3,2,3,7,94.47833272555332,0
3,41.71189407889051,31.20672121892192,12,23,2,2,0,45.47993122413732,1
5,39.24584382939995,61.46637218909894,8,29,6,4,6,71.4210771374936,0
9,55.45695677087446,90.18984575423643,6,23,3,0,0,42.81387727027019,1
4,83.68972267105993,79.26148942033635,14,1,4,7,3,100.0,0
2,52.40712648897519,75.76125927962144,10,29,5,7,4,53.02413717100511,0
11,53.59343077735065,76.19872671896874,19,17,6,5,1,57.32442232425586,0
7,35.75820660159149,48.75929209758041,1,18,0,1,2,10.47925306675456,1
10,75.64072420924441,43.487347541159465,14,27,7,12,4,66.5110114234677,0
10,66.94290016371549,84.74889243828109,13,27,4,6,7,73.68277664991041,0
3,78.67124920383759,84.80907157433447,19,18,5,7,2,63.02016222488384,0
3,105.25959305074798,89.3657854864083,10,16,5,7,6,61.90409802772345,0
13,59.845664617005724,93.05924420451771,2,13,4,6,8,72.13607299942198,0
12,35.69640058593159,60.90739190887503,16,18,3,5,4,62.46838262755454,0
6,86.51847166061306,60.12130357497597,11,21,5,4,2,74.65263740774257,0
7,103.6662915185506,83.86361431734201,14,23,9,4,4,86.71351520113906,0
5,77.8553672610225,71.99711446222122,15,12,3,7,1,80.15545704701209,0
8,48.24502649292664,76.15735018061628,4,11,9,5,4,83.21520020747803,0
4,67.52215273529598,83.66341355488808,19,29,5,3,6,86.28877617260079,0
0,33.636829967641425,91.2004273454053,5,25,2,1,3,42.72742440913059,1
3,82.85710987925896,47.03961254812286,18,5,3,6,4,67.62038460935348,0
6,21.87569335905578,50.04663621119552,4,20,0,5,0,10.562517476210166,1
4,42.83959827748011,27.51855518726952,2,3,1,2,0,26.230448940821734,1
7,46.27446365793814,66.26241127969392,0,18,3,1,2,22.74477450570599,1
5,10.307904161606945,22.875381903739367,5,15,2,0,0,15.867652563649527,1
4,62.67316645724485,57.24784145059681,14,12,5,5,9,75.20173831891294,0
9,73.53524206500528,63.411570776606126,1,3,9,5,2,80.45136794071452,0
4,36.507041086367444,42.92330017026275,2,29,2,1,0,18.9389582462129,1
6,50.2668194455178,67.26666084552086,16,22,6,6,8,91.47624226361619,0
9,36.20613013095185,22.440019995123954,11,16,2,1,1,34.97659077282219,1
5,56.991690620932346,22.987855099937153,17,22,2,2,0,41.51199708134075,1
11,50.22941984268199,85.80804485277267,14,0,7,8,5,63.41173352767281,0
5,114.81853112411585,48.81525131290103,11,17,5,8,4,100.0,0
7,69.90916490485914,30.16484101215078,15,19,0,1,2,14.088014406494919,1
9,34.30748991492642,61.77946080438435,7,16,0,4,1,6.693786837833731,1
5,98.30409053403648,81.59948424788887,13,26,3,7,4,67.11842979055486,0
6,45.76056736610978,37.26568219974745,16,27,4,3,0,41.030574702019265,1
4,11.121489058524862,69.83123806552001,7,26,5,3,0,19.415224696442735,1
0,48.89707075114976,26.82779719950144,14,14,4,2,0,48.48181989938668,1
5,48.231314383285635,24.134537693488618,13,10,1,5,0,33.233177732805004,1
10,67.05614498463977,62.50837052545184,17,24,8,8,8,74.7143397321806,0
2,66.01874892480261,63.25080972880852,19,27,4,8,5,53.33252051650022,0
7,56.11149405612347,70.99439211985653,6,21,1,0,1,31.680951581714286,1
5,76.6552095727402,78.08730669781292,2,12,4,10,6,61.72708899847555,0
9,81.1965689765612,98.06816635700277,11,0,9,7,4,70.79409202352201,0
4,11.68951866172587,61.30402786409562,2,16,3,3,0,28.892182346297147,1
10,45.78514746741671,45.836517835299674,19,5,8,3,4,67.76675805968675,0
2,51.2306578851783,83.61489558149628,13,3,7,11,6,68.67767696694413,0
4,59.071847610726536,41.66658010096594,14,19,6,4,3,96.66467228229143,0
5,67.04078731948653,55.11771365645089,13,15,2,0,0,32.7591314104196,1
6,80.0,26.276510507381275,6,14,3,1,1,34.438572704428616,1
3,39.17503742041594,22.028059473236603,16,26,2,4,0,17.387029847113475,1
12,62.851699036586,97.01187317423401,11,14,6,8,3,77.3471688219102,0
13,89.060189964281,86.87840964097647,19,5,6,9,3,40.20209287033717,0
7,64.00245051006776,75.67793648749584,3,14,6,4,5,82.48998636820541,0
10,79.20831299685648,52.71623555314159,8,13,2,9,6,46.11987314322025,0
9,72.74164815985485,33.86354560566766,5,27,0,2,1,33.72059589008386,1
4,24.397122372244564,32.514963413686885,15,10,3,0,1,1.3997957559139032,1
5,65.43054912380919,40.019431853167625,1,6,6,10,4,62.99716884400121,0
7,83.34130945456708,63.938133176489636,7,8,6,4,5,64.54323205585193,0
8,39.098871851871294,77.16767381600499,10,25,5,5,4,58.4482133915237,0
5,62.7337598322291,72.8157901374185,12,15,7,7,5,64.767220042132,0
6,75.93145353388616,42.39471175567543,16,4,3,5,10,85.48842580540828,0
5,31.904092411594135,96.38922245305552,7,24,2,2,0,17.28685833455461,1
9,99.85905245507655,79.03175333566148,17,19,6,7,6,78.17711319265811,0
3,62.179506662688475,64.34832420091206,17,28,6,6,5,55.5152554058905,0
6,99.58963523721746,68.93765969874818,13,9,5,8,4,67.15750635411807,0
12,56.81952346680659,53.568004994223195,14,17,9,6,7,74.85758899491175,0
0,29.78783001404841,39.81847916009259,5,2,2,0,0,60.0,1
11,86.34934253396744,48.47781429210093,10,12,4,9,7,50.324193506339654,0
7,51.730828407355546,80.62768883714952,12,10,6,8,4,77.37817225868332,0
8,20.24268179720456,21.15147909038047,0,16,4,2,1,36.8274842102653,1
5,54.46075879159728,29.2858112405533,5,29,0,0,1,25.61621296142131,1
4,41.71026659279198,23.68021136174022,8,29,0,2,0,0.0,1
5,5.685833627237415,23.25830418551761,7,21,0,5,1,41.984310622584076,1
3,63.85507548676537,88.43684672088058,10,12,2,4,2,70.83219878148071,0
10,97.38189165525702,76.29262875040189,18,5,6,6,4,73.64353811066877,0
6,68.02558211088655,57.93390632698602,8,16,5,5,2,32.07632349529428,0
5,77.78557591007993,27.82673285208012,16,26,2,1,0,19.651863570358213,1
3,65.49297029911601,59.32927000934659,11,12,7,8,1,57.32154841844719,0
5,103.33326518455047,57.87774166244525,13,18,6,3,5,72.26301442767344,0
1,44.41261608614327,33.856149592801216,14,20,1,2,1,12.233278197484202,1
13,57.7171293750563,54.70813193903784,15,18,5,4,7,79.54270733026054,0
6,100.49034362231806,51.88037875178988,19,9,7,6,6,73.86372623815654,0
6,61.101072182094946,69.26800784417732,0,2,7,7,4,50.488973944189965,0
8,102.02148612328784,70.8074920694115,9,13,5,6,7,91.7050692637759,0
4,39.51427008659948,23.62432078176356,7,25,2,0,0,34.55428809992305,1
9,66.90700586878333,49.9690091701177,17,18,4,9,5,51.12704064959611,0
10,33.73413055965683,70.0687932571389,0,4,5,3,5,74.99057941561274,0
6,25.851209103756243,60.250900686407014,1,28,3,2,0,20.630019908125803,1
6,72.03260107066849,88.51918729506578,0,4,6,5,3,72.08295983800822,0
7,46.53989026540195,72.69549052951561,0,19,0,1,1,42.855421296280994,1
0,23.297509920555296,33.034754166514375,8,16,0,3,0,20.758101848360127,1
5,73.05826102460844,25.645499792034386,12,20,2,1,1,34.82032739512216,1
8,86.02363527976365,71.39354225650524,0,9,5,4,4,74.42402102665204,0
0,39.33949472560879,22.120904843329747,12,4,0,3,0,38.189609390634644,1
2,91.4682540482089,66.86204650187706,19,3,6,8,4,72.73202306516765,0
9,79.97379824271088,95.2184193139966,6,5,8,3,5,90.3965783999247,0
2,54.294634550354,66.03793423007032,1,25,2,1,1,18.06251270200046,1
9,66.89155134944481,51.05359409652175,5,3,8,6,3,56.70831022978525,0
6,51.409746617271466,71.46305747538825,6,29,0,2,0,52.2769656757239,1
11,65.94788454163853,56.660231239321334,13,6,5,5,7,77.69571801115376,0
11,89.60008472267788,63.6493431452748,17,6,4,6,4,73.70932188441608,0
11,76.10301671749946,95.317184702122,14,17,5,8,2,60.31137740106555,0
1,60.61838676733814,50.88821102406194,1,2,3,1,2,26.657031338292036,1
7,76.83507841427078,96.89524510591313,9,0,6,9,4,63.67334703418554,0
